age,gender,status,country,platforms,main_platform,second_platform,daily_time_cat,day_moments,activities,mood_impact,emotions,self_esteem_impact,stop_scrolling_reason,anxiety_score,anxiety_more_usage,anxiety_after,sleep_difficulties,phone_before_sleep,failed_reduction,time_loss,notification_compulsion,productivity_impact,guilt_after_use,self_control_score,usage_is_healthy,improvement_wish,daily_time_numeric,use_morning,use_afternoon,use_evening,use_night,cycle_trigger_numeric,cycle_outcome_numeric,risk_sleep,risk_timeloss,risk_notification,risk_guilt,risk_failed_reduction,risk_productivity,total_risk_points,risk_score
19.0,Male,Étudiant(e),Lebanon,"['Instagram', 'Youtube']",Aucun en particulier,Aucun en particulier,Moins de 30 minutes,"['Après-midi', 'Soir']","['Scrolling / consommation passive', 'Envoi de messages privés', 'Regarder des stories / lives']",5.0,['Relaxé(e)'],Non,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso)",2,Non,Diminue,Jamais,3–5 fois par semaine,Non,Parfois,Parfois,4.0,Non,6.0,oui,"Franchement de mon point de vue, je peux dire que c'est bon ce que je fais et même j'essaie d'aider mes amis à réduire le plus possible de passer leur temps sur les réseaux sociaux si c'est inutile ce qu'ils font et si ce n'est pas bénéfique pour eux. Ce temps perdu peut servir à faire d'autre chose plus importante et qui nous améliore comme faire du sport, étudier, profiter du temps avec la famille et les amis.",0.25,0,1,1,0,0,-1,0.0,0.5,0.5,0.0,0.0,0.0,1.0,16.666666666666664
20.0,Female,Étudiant(e),Lebanon,['Facebook'],Instagram,Youtube,Plus de 4 heures,"['Matin', 'Après-midi', 'Soir', 'Nuit (après 23h)']","['Scrolling / consommation passive', 'Envoi de messages privés', 'Shopping / découverte de produits', 'Travail / veille professionnelle']",4.0,['Distrait(e)'],Non,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, La batterie de mon téléphone est faible, Honnêtement, j’arrête rarement de moi-même",7,Oui,Augmente,Jamais,Tous les soirs,Non,Jamais,Toujours,1.0,Parfois,1.0,oui,"rien , parce que je ne me sens pas doubtable d’utiliser les réseaux sociaux. ",5.0,1,1,1,1,2,1,0.0,0.0,1.0,0.5,0.0,0.0,1.5,25.0
22,Female,Étudiant(e),France,"['TikTok','Instagram']",TikTok,Instagram,Plus de 4 heures,"['Soir','Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Anxieux(se)']",Oui,"Il se fait tard / je dois dormir, Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Limiter le temps la nuit,4.5,0,0,1,1,2,1,1,1,1,1,1,1,1,6,90
22,Male,Étudiant(e),France,"['Instagram','YouTube']",Instagram,YouTube,2–4 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Stressé(e)']",Oui,"Je me rends compte que j’ai autre chose à faire",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Toujours,4,Oui,3,Non,Moins scroller,3.0,0,0,1,0,1,1,0,1,1,1,0,1,0,4,68
23,Female,Étudiant(e),USA,"['TikTok','Instagram']",TikTok,Instagram,Plus de 4 heures,"['Nuit (après 23h)']","['Scrolling / consommation passive','Envoi de messages privés']",5,"['Irrité(e)']",Oui,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Arrêter après 23h,4.0,0,0,1,1,2,1,1,1,1,1,1,1,1,6,92
23,Male,Étudiant(e),France,"['TikTok','X']",TikTok,X,2–4 heures,"['Soir','Nuit (après 23h)']","['Scrolling / consommation passive']",4,"['Distrait(e)']",Oui,"Honnêtement, j’arrête rarement de moi-même",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Souvent,Toujours,4,Oui,3,Non,Me fixer une limite,3.5,0,0,1,1,2,1,1,1,1,1,1,1,1,6,88
24,Female,Étudiant(e),France,"['Instagram','TikTok','YouTube']",Instagram,TikTok,2–4 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Anxieux(se)']",Oui,"Je perds du temps, Je dois dormir",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Je ne sais pas,Moins le soir,3.0,0,0,1,0,1,1,0,1,1,1,0,1,0,4,72
24,Male,Étudiant(e),France,"['TikTok','Instagram']",TikTok,Instagram,Plus de 4 heures,"['Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Stressé(e)']",Oui,"Il se fait tard / je dois dormir",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Arrêter la nuit,4.5,0,0,1,1,2,1,1,1,1,1,1,1,1,6,93
25,Female,Étudiant(e),USA,"['Instagram','TikTok']",Instagram,TikTok,2–4 heures,"['Soir']","['Scrolling / consommation passive','Messages']",4,"['Anxieux(se)']",Oui,"Je culpabilise, Je dois faire autre chose",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Non,Réduire le temps,3.0,0,0,1,0,1,1,0,1,1,1,0,1,0,4,70
25,Male,Étudiant(e),France,"['TikTok','Instagram','YouTube']",TikTok,YouTube,Plus de 4 heures,"['Soir','Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Anxieux(se)']",Oui,"Je perds trop de temps",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Stopper après 23h,4.0,0,0,1,1,2,1,1,1,1,1,1,1,1,6,91
22,Female,Étudiant(e),France,"['Instagram']",Instagram,Instagram,1–2 heures,"['Après-midi']","['Messages','Contenu léger']",2,"['Détendu(e)']",Non,"Je me rends compte que j’ai autre chose à faire",2,Parfois,Diminue,Rarement,Parfois,Non,Rarement,Parfois,2,Rarement,7,Oui,Rien,1.5,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0
22,Male,Étudiant(e),USA,"['YouTube','Instagram']",YouTube,Instagram,1–2 heures,"['Matin']","['Musique / vidéos relax']",1,"['Calme']",Non,"Je suis fatigué(e)",1,Non,Diminue,Jamais,Rarement,Non,Rarement,Rarement,1,Rarement,8,Oui,Rien,1.0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
23,Female,Étudiant(e),France,"['Instagram','Pinterest']",Instagram,Pinterest,1–2 heures,"['Soir']","['Inspiration / créativité']",2,"['Motivé(e)']",Non,"Je dois dormir",2,Parfois,Diminue,Rarement,Parfois,Non,Rarement,Parfois,2,Parfois,7,Je ne sais pas,Limiter un peu,1.5,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0
23,Male,Étudiant(e),France,"['YouTube']",YouTube,YouTube,Moins de 1 heure,"['Après-midi']","['Apprentissage / tuto']",1,"['Concentré(e)']",Non,"Fin de vidéo",1,Non,Diminue,Jamais,Rarement,Non,Rarement,Rarement,1,Rarement,9,Oui,Rien,0.5,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0
24,Female,Étudiant(e),USA,"['Instagram','YouTube']",YouTube,Instagram,1–2 heures,"['Après-midi']","['Musique / vidéos relax']",1,"['Calme']",Non,"Je me rends compte que j’ai autre chose à faire",2,Parfois,Diminue,Rarement,Parfois,Non,Rarement,Parfois,1,Rarement,8,Oui,Rien,1.0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0
24,Male,Étudiant(e),France,"['LinkedIn','YouTube']",YouTube,LinkedIn,1–2 heures,"['Matin']","['Veille / apprentissage']",1,"['Motivé(e)']",Non,"Fin de tâche",1,Non,Diminue,Jamais,Rarement,Non,Rarement,Rarement,1,Rarement,9,Oui,Rien,1.0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
25,Female,Étudiant(e),France,"['Instagram','Spotify']",Instagram,Spotify,1–2 heures,"['Soir']","['Messages + détente']",2,"['Détendu(e)']",Non,"Je dois dormir",2,Parfois,Diminue,Rarement,Parfois,Non,Parfois,Parfois,2,Parfois,6,Je ne sais pas,Moins le soir,1.5,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0
25,Male,Étudiant(e),USA,"['YouTube','Instagram']",YouTube,Instagram,1–2 heures,"['Après-midi']","['Musique / vidéos relax']",1,"['Calme']",Non,"Fin de vidéo",1,Non,Diminue,Jamais,Rarement,Non,Rarement,Rarement,1,Rarement,8,Oui,Rien,1.0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0
22,Female,Étudiant(e),France,"['TikTok','Instagram']",TikTok,Instagram,2–4 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Stressé(e)']",Oui,"Je culpabilise",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Non,Limiter le temps,3.0,0,0,1,0,2,1,0,1,1,1,0,1,0,4,74
23,Male,Étudiant(e),France,"['TikTok','Instagram']",TikTok,Instagram,Plus de 4 heures,"['Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Anxieux(se)']",Oui,"Il se fait tard / je dois dormir",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Arrêter la nuit,4.5,0,0,1,1,2,1,1,1,1,1,1,1,1,6,95
24,Female,Étudiant(e),USA,"['Instagram','TikTok']",Instagram,TikTok,2–4 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Irrité(e)']",Oui,"Je perds du temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Je ne sais pas,Moins scroller,3.0,0,0,1,0,1,1,0,1,1,1,0,1,0,4,71
25,Male,Étudiant(e),France,"['TikTok','YouTube']",TikTok,YouTube,Plus de 4 heures,"['Soir','Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Stressé(e)']",Oui,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Stopper après 23h,4.0,0,0,1,1,2,1,1,1,1,1,1,1,1,6,93
22,Female,Étudiant(e),France,"['Instagram','YouTube']",Instagram,YouTube,2–4 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Anxieux(se)']",Oui,"Je dois faire autre chose",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,3,Oui,4,Non,Limiter le temps,3.0,0,0,1,0,1,1,0,1,1,0,0,1,0,3,55
23,Male,Étudiant(e),USA,"['TikTok','Instagram','YouTube']",TikTok,Instagram,Plus de 4 heures,"['Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Anxieux(se)']",Oui,"Honnêtement, j’arrête rarement de moi-même",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Arrêter plus tôt,4.5,0,0,1,1,2,1,1,1,1,1,1,1,1,6,94
24,Female,Étudiant(e),France,"['TikTok','Instagram']",TikTok,Instagram,2–4 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Stressé(e)']",Oui,"Je culpabilise",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Non,Moins le soir,3.0,0,0,1,0,2,1,0,1,1,1,0,1,0,4,73
25,Male,Étudiant(e),France,"['Instagram','TikTok']",Instagram,TikTok,2–4 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Irrité(e)']",Oui,"Je perds trop de temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Je ne sais pas,Limiter,3.0,0,0,1,0,1,1,0,1,1,1,0,1,0,4,70
22,Female,Étudiant(e),USA,"['YouTube','Instagram']",YouTube,Instagram,1–2 heures,"['Après-midi']","['Musique / vidéos relax']",1,"['Calme']",Non,"Fin de vidéo",1,Non,Diminue,Jamais,Rarement,Non,Rarement,Rarement,1,Rarement,8,Oui,Rien,1.0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0
23,Male,Étudiant(e),France,"['Instagram']",Instagram,Instagram,1–2 heures,"['Après-midi']","['Messages']",2,"['Détendu(e)']",Non,"J’ai autre chose à faire",2,Parfois,Diminue,Rarement,Parfois,Non,Rarement,Parfois,2,Rarement,7,Oui,Rien,1.5,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0
24,Female,Étudiant(e),France,"['YouTube']",YouTube,YouTube,Moins de 1 heure,"['Matin']","['Apprentissage / tuto']",1,"['Concentré(e)']",Non,"Fin de tâche",1,Non,Diminue,Jamais,Rarement,Non,Rarement,Rarement,1,Rarement,9,Oui,Rien,0.5,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
25,Male,Étudiant(e),USA,"['YouTube','LinkedIn']",YouTube,LinkedIn,1–2 heures,"['Matin']","['Veille / apprentissage']",1,"['Motivé(e)']",Non,"Fin de tâche",1,Non,Diminue,Jamais,Rarement,Non,Rarement,Rarement,1,Rarement,9,Oui,Rien,1.0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
22,Female,Étudiant(e),France,"['TikTok','Instagram']",TikTok,Instagram,Plus de 4 heures,"['Soir','Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Anxieux(se)']",Oui,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Limiter la nuit,5.0,0,0,1,1,2,1,1,1,1,1,1,1,1,6,95
23,Male,Étudiant(e),USA,"['TikTok','Instagram','YouTube']",TikTok,Instagram,Plus de 4 heures,"['Soir','Nuit (après 23h)']","['Scrolling / consommation passive','Envoi de messages privés']",5,"['Stressé(e)']",Oui,"Il se fait tard / je dois dormir",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Arrêter après 23h,5.0,0,0,1,1,2,1,1,1,1,1,1,1,1,6,96
24,Female,Étudiant(e),Lebanon,"['Instagram','TikTok']",Instagram,TikTok,3–4 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Irrité(e)']",Oui,"Je perds du temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Je ne sais pas,Moins scroller,3.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
25,Male,Étudiant(e),Tunisia,"['TikTok','X']",TikTok,X,Plus de 4 heures,"['Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Anxieux(se)']",Oui,"Honnêtement, j’arrête rarement de moi-même",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Stopper la nuit,5.0,0,0,0,1,2,1,1,1,1,1,1,1,1,6,97
22,Male,Étudiant(e),France,"['Instagram','TikTok']",TikTok,Instagram,2–3 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Stressé(e)']",Oui,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Non,Limiter le temps,2.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
23,Female,Étudiant(e),USA,"['TikTok','Instagram']",TikTok,Instagram,Plus de 4 heures,"['Soir','Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Anxieux(se)']",Oui,"Il se fait tard / je dois dormir",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Réduire la nuit,5.0,0,0,1,1,2,1,1,1,1,1,1,1,1,6,95
24,Male,Étudiant(e),Lebanon,"['Instagram','YouTube','TikTok']",Instagram,TikTok,3–4 heures,"['Soir']","['Scrolling / consommation passive','Envoi de messages privés']",4,"['Distrait(e)']",Oui,"Je me rends compte que j’ai autre chose à faire",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Je ne sais pas,Moins scroller,3.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
25,Female,Étudiant(e),Tunisia,"['TikTok','Instagram','YouTube']",TikTok,Instagram,Plus de 4 heures,"['Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Anxieux(se)']",Oui,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Arrêter après 23h,5.0,0,0,0,1,2,1,1,1,1,1,1,1,1,6,96
22,Female,Étudiant(e),France,"['TikTok','Instagram']",TikTok,Instagram,3–4 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Irrité(e)']",Oui,"Je perds du temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Non,Limiter le soir,3.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
23,Male,Étudiant(e),USA,"['TikTok','Instagram','X']",TikTok,Instagram,Plus de 4 heures,"['Soir','Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Anxieux(se)']",Oui,"Honnêtement, j’arrête rarement de moi-même",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Stopper la nuit,5.0,0,0,1,1,2,1,1,1,1,1,1,1,1,6,97
24,Female,Étudiant(e),Lebanon,"['Instagram','TikTok']",Instagram,TikTok,2–3 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Stressé(e)']",Oui,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Je ne sais pas,Moins scroller,2.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
25,Male,Étudiant(e),Tunisia,"['TikTok','YouTube']",TikTok,YouTube,Plus de 4 heures,"['Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Anxieux(se)']",Oui,"Il se fait tard / je dois dormir",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Arrêter après 23h,5.0,0,0,0,1,2,1,1,1,1,1,1,1,1,6,96
22,Male,Étudiant(e),France,"['Instagram','TikTok','YouTube']",TikTok,Instagram,3–4 heures,"['Soir']","['Scrolling / consommation passive','Envoi de messages privés']",4,"['Distrait(e)']",Oui,"Je me rends compte que j’ai autre chose à faire",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Non,Limiter le temps,3.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
23,Female,Étudiant(e),USA,"['TikTok','Instagram']",TikTok,Instagram,Plus de 4 heures,"['Soir','Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Stressé(e)']",Oui,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Réduire la nuit,5.0,0,0,1,1,2,1,1,1,1,1,1,1,1,6,95
24,Male,Étudiant(e),Lebanon,"['Instagram','TikTok','X']",Instagram,TikTok,3–4 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Irrité(e)']",Oui,"Je perds du temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Je ne sais pas,Moins scroller,3.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
25,Female,Étudiant(e),Tunisia,"['TikTok','Instagram']",TikTok,Instagram,Plus de 4 heures,"['Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Anxieux(se)']",Oui,"Honnêtement, j’arrête rarement de moi-même",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Stopper la nuit,5.0,0,0,0,1,2,1,1,1,1,1,1,1,1,6,97
22,Female,Étudiant(e),France,"['TikTok','Instagram','YouTube']",TikTok,Instagram,3–4 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Anxieux(se)']",Oui,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Non,Limiter le soir,3.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
23,Male,Étudiant(e),USA,"['TikTok','Instagram']",TikTok,Instagram,Plus de 4 heures,"['Soir','Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Stressé(e)']",Oui,"Il se fait tard / je dois dormir",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Arrêter après 23h,5.0,0,0,1,1,2,1,1,1,1,1,1,1,1,6,96
24,Female,Étudiant(e),Lebanon,"['Instagram','TikTok']",Instagram,TikTok,2–3 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Irrité(e)']",Oui,"Je perds du temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Je ne sais pas,Moins scroller,2.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
25,Male,Étudiant(e),Tunisia,"['TikTok','X','Instagram']",TikTok,Instagram,Plus de 4 heures,"['Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Anxieux(se)']",Oui,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Stopper la nuit,5.0,0,0,0,1,2,1,1,1,1,1,1,1,1,6,95
22,Male,Étudiant(e),France,"['Instagram','TikTok']",TikTok,Instagram,3–4 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Stressé(e)']",Oui,"Je perds du temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Non,Limiter le temps,3.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
23,Female,Étudiant(e),USA,"['TikTok','Instagram','YouTube']",TikTok,Instagram,Plus de 4 heures,"['Soir','Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Anxieux(se)']",Oui,"Honnêtement, j’arrête rarement de moi-même",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Réduire la nuit,5.0,0,0,1,1,2,1,1,1,1,1,1,1,1,6,97
24,Male,Étudiant(e),Lebanon,"['Instagram','TikTok','X']",Instagram,TikTok,3–4 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Irrité(e)']",Oui,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Je ne sais pas,Moins scroller,3.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
25,Female,Étudiant(e),Tunisia,"['TikTok','Instagram']",TikTok,Instagram,Plus de 4 heures,"['Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Stressé(e)']",Oui,"Il se fait tard / je dois dormir",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Arrêter après 23h,5.0,0,0,0,1,2,1,1,1,1,1,1,1,1,6,96
22,Female,Étudiant(e),France,"['TikTok','Instagram']",TikTok,Instagram,2–3 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Anxieux(se)']",Oui,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Non,Limiter le soir,2.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
23,Male,Étudiant(e),USA,"['TikTok','Instagram','X']",TikTok,Instagram,Plus de 4 heures,"['Soir','Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Anxieux(se)']",Oui,"Honnêtement, j’arrête rarement de moi-même",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Stopper la nuit,5.0,0,0,1,1,2,1,1,1,1,1,1,1,1,6,97
24,Female,Étudiant(e),Lebanon,"['Instagram','TikTok']",Instagram,TikTok,3–4 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Irrité(e)']",Oui,"Je perds du temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Je ne sais pas,Moins scroller,3.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
25,Male,Étudiant(e),Tunisia,"['TikTok','YouTube','Instagram']",TikTok,Instagram,Plus de 4 heures,"['Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Stressé(e)']",Oui,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Arrêter après 23h,5.0,0,0,0,1,2,1,1,1,1,1,1,1,1,6,95
22,Male,Étudiant(e),France,"['Instagram','TikTok','YouTube']",TikTok,Instagram,3–4 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Distrait(e)']",Oui,"Je me rends compte que j’ai autre chose à faire",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Non,Limiter le temps,3.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
23,Female,Étudiant(e),USA,"['TikTok','Instagram']",TikTok,Instagram,Plus de 4 heures,"['Soir','Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Anxieux(se)']",Oui,"Il se fait tard / je dois dormir",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Réduire la nuit,5.0,0,0,1,1,2,1,1,1,1,1,1,1,1,6,96
24,Male,Étudiant(e),Lebanon,"['Instagram','TikTok','X']",Instagram,TikTok,2–3 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Irrité(e)']",Oui,"Je perds du temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Je ne sais pas,Moins scroller,2.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
25,Female,Étudiant(e),Tunisia,"['TikTok','Instagram']",TikTok,Instagram,Plus de 4 heures,"['Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Anxieux(se)']",Oui,"Honnêtement, j’arrête rarement de moi-même",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Stopper la nuit,5.0,0,0,0,1,2,1,1,1,1,1,1,1,1,6,97
22,Female,Étudiant(e),France,"['TikTok','Instagram']",TikTok,Instagram,3–4 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Stressé(e)']",Oui,"Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Non,Limiter le soir,3.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
23,Male,Étudiant(e),USA,"['TikTok','Instagram','YouTube']",TikTok,Instagram,Plus de 4 heures,"['Soir','Nuit (après 23h)']","['Scrolling / consommation passive']",5,"['Anxieux(se)']",Oui,"Il se fait tard / je dois dormir",5,Oui,Augmente,Souvent,Tous les soirs,Oui,Souvent,Toujours,5,Oui,2,Non,Arrêter après 23h,5.0,0,0,1,1,2,1,1,1,1,1,1,1,1,6,96
24,Female,Étudiant(e),Lebanon,"['Instagram','TikTok']",Instagram,TikTok,2–3 heures,"['Soir']","['Scrolling / consommation passive']",4,"['Irrité(e)']",Oui,"Je perds du temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Souvent,4,Oui,3,Je ne sais pas,Moins scroller,2.5,0,0,1,0,2,1,0.5,1,1,1,0.5,1,0,4.0,67
